,name,coauthors
91289,Maarten Hulsmans,Syed Masud Ahmed
91290,Timothy A Miller,Aaron M. Lindenberg
91293,Timothy A Miller,Simon Wall
91296,Timothy A Miller,Miquel Rudé
91299,Timothy A Miller,Haidan Wen
91302,Timothy A Miller,Luciana Vidas
91305,Timothy A Miller,Robert E Simpson
91308,Timothy A Miller,Ralph Ernstorfer
91311,Timothy A Miller,Paul Alivisatos
91314,Timothy A Miller,Roman Bertoni
91317,Timothy A Miller,David Reis
91320,Timothy A Miller,Michael Kozina
91323,Timothy A Miller,Haimei Zheng
91326,Timothy A Miller,Christian Michael Günther
91329,Timothy A Miller,Bastian Pfau
91332,Timothy A Miller,Nils Huse
91335,Timothy A Miller,Robert  W. Schoenlein
91338,Timothy A Miller,Dennis Nordlund
91341,Timothy A Miller,Michael Gensch
91344,Timothy A Miller,Javier García de Abajo
91347,Timothy A Miller,Yi Cui
91350,Timothy A Miller,Luca Tagliacozzo
91353,Timothy A Miller,Bertram Windisch Green
91356,Timothy A Miller,Ravindra  Chhajlany
91359,Timothy A Miller,Maciej Lewenstein
91362,Timothy A Miller,Daniele Viola
91365,Timothy A Miller,Giulio Cerullo
91368,Timothy A Miller,Vera Giulia Sala
91371,Timothy A Miller,eleonora luppi
91374,Timothy A Miller,Apurva Mehta
91377,Timothy A Miller,TE HU
91380,Timothy A Miller,Sergey Kovalev
91383,Timothy A Miller,Olav Hellwig
91386,Guga Gogia,Justin C. Burton
91391,Guga Gogia,Brady Wu
91396,Guga Gogia,Joshua Méndez Harper
91401,Magnus Wålinder,Kristoffer Segerholm
91404,Magnus Wålinder,Lauri Rautkari
91407,Magnus Wålinder,Douglas Gardner
91410,Magnus Wålinder,Mikko Tuominen
91413,Magnus Wålinder,Graham A. Ormondroyd
91416,Magnus Wålinder,Janne Haapanen
91419,Magnus Wålinder,Cihat Tascioglu
91422,Slava V Rotkin,John A. Rogers
91425,Slava V Rotkin,Petrov Alexey G.
91428,Slava V Rotkin,N. Aluru
91431,Slava V Rotkin,Umberto Ravaioli
91434,Slava V Rotkin,TETYANA IGNATOVA
91437,Slava V Rotkin,Yan Li
91440,Slava V Rotkin,Coskun Kocabas
91443,Slava V Rotkin,Christoph Stampfer
91446,Slava V Rotkin,Andrei Nemilentsau
91449,Slava V Rotkin,Moonsub Shim
91452,Slava V Rotkin,T.Taniguchi
91455,Slava V Rotkin,Muhammad Ashraful Alam
91458,Slava V Rotkin,Stacy Snyder
91461,Slava V Rotkin,Qing Cao
91464,Slava V Rotkin,Bernd Beschoten
91467,Slava V Rotkin,Seong Jun Kang
91470,Slava V Rotkin,Sabrina Jedlicka
91473,Slava V Rotkin,David Perello
91476,Slava V Rotkin,Klaus Schulten
91479,Slava V Rotkin,Sven Reichardt
91482,Slava V Rotkin,Sergey Maksimenko
91485,Slava V Rotkin,Akhlesh Lakhtakia
91488,Slava V Rotkin,Robert Suris
91491,Slava V Rotkin,Ming Zheng
91494,Slava V Rotkin,Luca Banszerus
91497,Slava V Rotkin,Pedro Venezuela
91500,Slava V Rotkin,Francesco Mauri
91503,Slava V Rotkin,Bernat Terrés
91506,Slava V Rotkin,Yury Gogotsi
91509,Slava V Rotkin,Ilya Zharov
91512,Slava V Rotkin,Deyu Lu
91515,Slava V Rotkin,Dinh Loc Duong
91518,Slava V Rotkin,Benjamin Obi Tayo
91521,Slava V Rotkin,Seongshik Oh
91524,Slava V Rotkin,Vadim Puller
91527,Slava V Rotkin,Ivan Biaggio
91530,Slava V Rotkin,Andrei Sirenko
91533,Slava V Rotkin,Florian Libisch
91536,Slava V Rotkin,Julian Peiro
91539,Slava V Rotkin,Larisa Chizhova
91542,Slava V Rotkin,Juan G. Duque
91545,Slava V Rotkin,Chandan Biswas
91548,Slava V Rotkin,Alexander Balaeff
91551,Slava V Rotkin,Jana Zaumseil
91554,Slava V Rotkin,Salvador Barraza-Lopez
91557,Slava V Rotkin,XU XIE
91560,Tom Maibaum,José Luiz Fiadeiro
91562,Takumasa Kondo,Ana Lúcia Benfatti Gonzalez Peronti
91564,Takumasa Kondo,Paola Andrea Sotelo Cardona
91566,Takumasa Kondo,Lyn Cook
91568,Takumasa Kondo,Nate B Hardy
91570,Takumasa Kondo,M. Bora KAYDAN
91572,Takumasa Kondo,Yen-Po Lin
91574,Takumasa Kondo,Fermín J. Chamorro
91576,Takumasa Kondo,Dimitri Forero (ORCID: 0000-0002-6358-757X)
91578,Takumasa Kondo,Jonathan Lundgren
91580,Takumasa Kondo,james montoya lerma
91582,Takumasa Kondo,Beatriz Vanessa Herrera Campo
91584,Takumasa Kondo,John Heraty
91586,Takumasa Kondo,LILLIANA MARIA HOYOS CARVAJAL
91588,Takumasa Kondo,Irina Brake
91590,Takumasa Kondo,Richard Danilo Peña Cuellar
91592,Takumasa Kondo,Takao Itino
91594,Takumasa Kondo,Aloyséia Cristina da Silva Noronha
91596,Takumasa Kondo,Matthew Gruwell
91598,Takumasa Kondo,Benjamin B. Normark
91600,Takumasa Kondo,Shouhei Ueda
91602,Takumasa Kondo,Díaz-Vélez Cristian
91604,Naveen Kumar Dandu,Svetlana V Kilina
91607,Naveen Kumar Dandu,Yuhao Li, 李钰皓
91610,Naveen Kumar Dandu,Zhongjing Li
91613,Naveen Kumar Dandu,Kirill Velizhanin
91616,Naveen Kumar Dandu,Sergei Tretiak
91619,Naveen Kumar Dandu,Joseph Miller
91622,Naveen Kumar Dandu,Rebecca Anthony
91625,Naveen Kumar Dandu,Uwe Kortshagen
91628,Naveen Kumar Dandu,Jinquan Chen
91631,Naveen Kumar Dandu,Dmitry Solenov
91634,Naveen Kumar Dandu,Clemens Burda
91637,ZhengAn Yang,Dimitrios Peroulis
91641,ZhengAn Yang,Dimitra Psychogiou
91645,ZhengAn Yang,Juan Zeng
91649,ZhengAn Yang,Jin Li
91653,ZhengAn Yang,Michael D. Sinanis, MBA
91657,ZhengAn Yang,Mahmoud Abdelfattah
91661,ZhengAn Yang,Mark D. Hickle
91665,Srishti Gupta,John M. Carroll
91669,Srishti Gupta,Fanlu Gui
91673,Srishti Gupta,Jomara Sandbulte (Binda)
91677,Srishti Gupta,Chun-Hua Tsai
91681,Thierry Jéron,Hervé Marchand
91685,Thierry Jéron,Claude Jard
91689,Thierry Jéron,Vlad Rusu
91693,Thierry Jéron,Cesar Viho
91697,Thierry Jéron,Srinivas Pinisetty
91701,Thierry Jéron,Jean-Marc Jezequel
91705,Thierry Jéron,Laurent Mounier
91709,Thierry Jéron,Yves Le Traon
91713,Thierry Jéron,Amélie Stainer
91717,Thierry Jéron,Moez Krichen
91721,Thierry Jéron,marie-odile cordier
91725,Thierry Jéron,Stavros Tripakis
91729,Thierry Jéron,Nicolas Markey
91733,Thierry Jéron,Hakim Kahlouche
91737,Thierry Jéron,lydie du Bousquet
91741,Thierry Jéron,Sophie Pinchinat
91745,Thierry Jéron,Omer Nguena Timo
91749,Thierry Jéron,Nathalie Bertrand
91753,Thierry Jéron,Marius Bozga
91757,Thierry Jéron,Tristan Le Gall
91761,Thierry Jéron,Roland Groz
91765,Thierry Jéron,Sahika Genc
91769,Thierry Jéron,Stéphane Lafortune
91773,Thierry Jéron,Alan Hartman
91777,Thierry Jéron,Jim Davies
91781,Thierry Jéron,Charles Crichton
91785,Thierry Jéron,guy-vincent jourdan
91789,Thierry Jéron,Martin Quinson
91793,Thierry Jéron,Marc Phalippou
91797,Thierry Jéron,Ahmed Khoumsi
91801,Thierry Jéron,Lucian Ghirvu
91805,Thierry Jéron,Burkhart Wolff
91809,Thierry Jéron,Margus Veanes
91813,Thierry Jéron,Patricia DL Machado
91817,Thierry Jéron,Wilkerson Andrade
91821,Thierry Jéron,Michel Rueher
91825,Thierry Jéron,Claude Michel
91829,Thierry Jéron,Arnaud Gotlieb
91833,Thierry Jéron,Bruno Legeard
91837,Thierry Jéron,Fabrice Bouquet
91841,Thierry Jéron,Christophe Morvan
91845,Thierry Jéron,Ocan Sankur
91849,Thierry Jéron,Patricia Bouyer
91853,Thierry Jéron,Benoît Caillaud
91857,Thierry Jéron,Elena Leroux
91861,Thierry Jéron,Simon Pickin
91865,Thierry Jéron,Viorel Preoteasa
91869,Edieal Pinker,Robert Shumsky
91874,Edieal Pinker,Abraham (Avi) Seidmann
91879,Edieal Pinker,Gregory Dobson
91884,Edieal Pinker,Sameer Hasija
91889,Edieal Pinker,Hsiao-Hui Lee
91894,Edieal Pinker,Richard C. Larson
91899,Edieal Pinker,Joseph Milner
91904,Edieal Pinker,Vera Tilson
91909,Edieal Pinker,Donald KK Lee
91914,Edieal Pinker,Junchao Ma
91919,Edieal Pinker,Joseph Szmerekovsky
91924,Edieal Pinker,R. Lawrence Van Horn
91929,Edieal Pinker,Sanjog Misra
91934,Edieal Pinker,Tolga Tezcan
91939,Edieal Pinker,Nitin Bakshi
91944,Edieal Pinker,Richard Martinello
91949,Kevin L. Manktelow,Massimo Ruzzene
91954,Kevin L. Manktelow,Michael J. Leamy
91959,Kevin L. Manktelow,Raj Kumar Narisetti
91964,Kevin L. Manktelow,Erik Andreassen
91969,Brock Christensen, Ph.D.,Karl Kelsey
91970,Brock Christensen, Ph.D.,Carmen Marsit
91971,Brock Christensen, Ph.D.,E. Andres Houseman
91972,Brock Christensen, Ph.D.,John Wiencke
91973,Brock Christensen, Ph.D.,Devin Koestler
91974,William Richard Jeffery,Billie J. Swalla
91975,William Richard Jeffery,Masato Yoshizawa
91976,William Richard Jeffery,Ph.D. Li Ma
91977,William Richard Jeffery,Nicolas Rohner
91978,William Richard Jeffery,Kelly E OQuin
91979,William Richard Jeffery,Helena Bilandzija
91980,William Richard Jeffery,WILLIAM R BATES
91981,William Richard Jeffery,David Adams
91982,William Richard Jeffery,Johanna Kowalko
91983,William Richard Jeffery,David G. Capco
91984,William Richard Jeffery,Joshua Benjamin Gross
91985,William Richard Jeffery,Alex Keene
91986,William Richard Jeffery,Takehiro G. Kusakabe
91987,William Richard Jeffery,Daniel Castranova
91988,William Richard Jeffery,Jean-Stephane Joly
91989,William Richard Jeffery,Tess A. Linden
91990,William Richard Jeffery,Santiago Rompani
91991,William Richard Jeffery,Mandy Ng
91992,William Richard Jeffery,Suzanne McGaugh
91993,William Richard Jeffery,Hélène Hinaux
91994,William Richard Jeffery,Brant M . Weinstein
91995,William Richard Jeffery,Daphne Soares
91996,William Richard Jeffery,Janet Shi
91997,William Richard Jeffery,Yi Zhou
91998,William Richard Jeffery,Dan Jarosz
91999,William Richard Jeffery,Hopi Hoekstra
92000,William Richard Jeffery,Helena Ćetković
92001,William Richard Jeffery,Judith Venuti
92002,William Richard Jeffery,nori satoh
92003,William Richard Jeffery,Kenneth J Renner
92004,William Richard Jeffery,Randall T Moon
92005,William Richard Jeffery,Thomas Dowling
92006,William Richard Jeffery,Pat Krone
92007,William Richard Jeffery,Tyler Evans
92008,William Richard Jeffery,Corine van der Weele
92009,William Richard Jeffery,Thomas A. Hooven
92010,William Richard Jeffery,Reed A. Cartwright
92011,William Richard Jeffery,Claudia Patricia Ornelas García
92012,William Richard Jeffery,Adam C. Herman
92013,William Richard Jeffery,Ernesto Maldonado
92014,William Richard Jeffery,James Brian Jaggard
92015,William Richard Jeffery,Erik Duboue
92016,William Richard Jeffery,Sietse Van Netten
92017,William Richard Jeffery,Didier Casane
92018,William Richard Jeffery,jean-baptiste penigault
92019,William Richard Jeffery,Eva CANDAL
92020,William Richard Jeffery,Matjaž Kuntner
92021,William Richard Jeffery,David Stanković
92022,William Richard Jeffery,Guanliang Meng
92023,William Richard Jeffery,Romana Gracan
92024,William Richard Jeffery,Megan L. Porter
92025,William Richard Jeffery,Jeffrey Essner
92026,William Richard Jeffery,Hidetoshi Saiga
92027,William Richard Jeffery,Go Ashida
92028,William Richard Jeffery,Natalya D. Gallo
92029,William Richard Jeffery,Mayuko Hamada
92030,William Richard Jeffery,Ingo Schlupp
92031,William Richard Jeffery,Rüdiger Riesch
92032,William Richard Jeffery,Jose Luis Gomez-Skarmeta
92033,Hyun Song Shin,Stephen Morris
92038,Hyun Song Shin,Tobias Adrian
92043,Hyun Song Shin,Valentina Bruno
92048,Hyun Song Shin,Viral Acharya
92053,Hyun Song Shin,Leonardo Gambacorta
92058,Hyun Song Shin,Ilhyock Shim
92063,Hyun Song Shin,Guillaume PLANTIN
92068,Hyun Song Shin,Stefan Avdjiev
92073,Hyun Song Shin,Anil Kashyap
92078,Hyun Song Shin,Markus Brunnermeier
92083,Hyun Song Shin,Haresh Sapra
92088,Hyun Song Shin,Jon Frost
92093,Hyun Song Shin,Franklin Allen
92098,Hyun Song Shin,Raghuram Rajan
92103,Hyun Song Shin,Kwanho Shin
92108,Hyun Song Shin,Boris Hofmann
92113,Hyun Song Shin,Emanuel Moench
92118,Hyun Song Shin,Joon-Ho Hahm
92123,Hyun Song Shin,Helene Rey
92128,Hyun Song Shin,Darrell Duffie
92133,Hyun Song Shin,Iwan Jaya Azis
92138,Hyun Song Shin,Kenneth Rogoff
92143,Hyun Song Shin,Isabel Schnabel
92148,Hyun Song Shin,John Y. Campbell
92153,Hyun Song Shin,Douglas W. Diamond
92158,Hyun Song Shin,Jeremy C. Stein
92163,Hyun Song Shin,John H. Cochrane
92168,Hyun Song Shin,René Stulz
92173,Hyun Song Shin,David Scharfstein
92178,Hyun Song Shin,Eswar Prasad
92183,Hyun Song Shin,Dani Rodrik
92188,Hyun Song Shin,Mohamed EL-ERIAN
92193,Hyun Song Shin,Avinash Persaud
92198,Hyun Song Shin,Philip Lane
92203,Hyun Song Shin,Andy Haldane
92208,Hyun Song Shin,Adrian Penalver
92213,Hyun Song Shin,Victoria Saporta
92218,Hyun Song Shin,Andreas Schrimpf
92223,Hyun Song Shin,Rodrigo Cifuentes
92228,Hyun Song Shin,Takatoshi Ito
92233,Hyun Song Shin,paolo colla
92238,Hyun Song Shin,Benjamin H Cohen
92243,Hyun Song Shin,Arturo Estrella
92248,Hyun Song Shin,Beatrice Weder, Beatrice Weder di Mauro
92253,Hyun Song Shin,Ian Tonks
92258,Hyun Song Shin,Gara Afonso
92263,Hyun Song Shin,Raphael Auer
92268,Hyun Song Shin,Cyril Monnet
92273,Hyun Song Shin,Carmen M Reinhart
92278,Hyun Song Shin,Giancarlo Corsetti
92283,Hyun Song Shin,Amil Dasgupta
92288,Hyun Song Shin,Frederic Boissay
92293,Hyun Song Shin,Timothy Williamson
92298,Hyun Song Shin,Wenxin Du
92303,Hyun Song Shin,Hail Park
92308,Hyun Song Shin,Laura Zhao
92313,Hyun Song Shin,José De Gregorio
92318,Hyun Song Shin,Sally Chen
92323,Hyun Song Shin,Hui Tong
92328,Hyun Song Shin,Stijn Claessens
92333,Hyun Song Shin,Tara Rice, PhD
92338,Hyun Song Shin,Sujoy Mukerji
92343,Hyun Song Shin,Nina Boyarchenko
92348,Hyun Song Shin,Sebastian Doerr
92353,Hyun Song Shin,John Kiff
92358,Hyun Song Shin,andrew postlewaite
92363,Hyun Song Shin,Nikhil Patel
92368,Hyun Song Shin,Jaeho Yun
92373,Hyun Song Shin,Soyoung Kim
92378,Hyun Song Shin,Muhamet Yildiz
92383,Hyun Song Shin,Dubravko Mihaljek
92388,Hyun Song Shin,Bent E Sorensen
92393,Hyun Song Shin,Sebnem Kalemli-Ozcan
92398,Hyun Song Shin,Sevcan Yesiltas
92403,Hyun Song Shin,Sirio Aramonte
92408,Hyun Song Shin,David P Myatt
92413,Hyun Song Shin,Mauricio Villamizar-Villegas                                      (ORCID:0000-0001-8866-9638)
92418,Hyun Song Shin,Ken Binmore
92423,Hyun Song Shin,Ingo Fender
92428,Hyun Song Shin,Tommaso Oliviero
92433,Hyun Song Shin,Srinivasan Sankaraguruswamy
92438,Hyun Song Shin,Turner Philip
92443,Hyun Song Shin,Gyongyi Loranth
92448,Hyun Song Shin,Bernardo Bortolotti
92453,Hyun Song Shin,Mathias Dewatripont
92458,Hyun Song Shin,Piet Clement
92463,Hyun Song Shin,Thomas Philippon
92468,Hyun Song Shin,Raghavendra Rau
92473,Hyun Song Shin,Giulio Cornelli
92478,Hyun Song Shin,Prasanna Gai
92483,Hyun Song Shin,Előd Takáts
92488,Hyun Song Shin,Marco Jacopo Lombardi
92493,Hyun Song Shin,Harold James
92498,Hyun Song Shin,Catherine Casanova
92503,Hyun Song Shin,ricardo j. caballero
92508,Hyun Song Shin,Joseph E. Stiglitz
92513,Hyun Song Shin,Frank Packer
92518,Hyun Song Shin,Robert Hall
92523,Hyun Song Shin,Antoinette Schoar
92528,Hyun Song Shin,Kaushik Basu
92533,Hyun Song Shin,Hans-Werner Sinn
92538,Hyun Song Shin,Ulf Lewrick
92543,Ronald Arif,Nelson Tansu
92547,Ronald Arif,James F. Gilchrist
92551,Ronald Arif,Guangyu Liu
92555,Ronald Arif,Jing Zhang
92559,Ronald Arif,Edward B Stokes
92563,Shachar Raindel,Jitendra Padhye
92567,Shachar Raindel,Haggai Eran
92571,Shachar Raindel,Yibo Zhu
92575,Shachar Raindel,Daniel Firestone
92579,Shachar Raindel,Hongqiang Harry Liu
92583,Shachar Raindel,Chuanxiong Guo
92587,Shachar Raindel,Daehyeok Kim
92591,Shachar Raindel,Vyas Sekar
92595,Shachar Raindel,Anirudh Badam
92599,Shachar Raindel,Ming Zhang
92603,Shachar Raindel,Srinivasan Seshan
92607,Shachar Raindel,Tianlong Yu
92611,Shachar Raindel,Amirsaman Memaripour
92615,Shachar Raindel,Steven Swanson
92619,Shachar Raindel,Shadi A. Noghabi
92623,Shachar Raindel,Muli Ben-Yehuda
92627,Shachar Raindel,Nadav Amit
92631,Shachar Raindel,Dan Tsafrir
92635,Shachar Raindel,Rohan Gandhi
92639,Shachar Raindel,Lihua Yuan
92643,Shachar Raindel,Emma Schmidgall
92647,Shachar Raindel,David Gershoni
92651,Shachar Raindel,ido schwartz
92655,Shachar Raindel,Dan Cogan
92659,Shachar Raindel,Yitzhak Birk
92663,Shachar Raindel,Alexander Shpiner
92667,Shachar Raindel,Behnaz Arzani
92671,Shachar Raindel,Xinchen Guo
92675,Shachar Raindel,Derek Chiou
92679,Alfred Galichon,Marc Henry
92681,Alfred Galichon,Victor Chernozhukov
92683,Alfred Galichon,Bernard Salanie
92685,Alfred Galichon,Ivan Fernandez-Val
92687,Alfred Galichon,Arnaud Dupuy
92689,Alfred Galichon,Nicolas Veron
92691,Alfred Galichon,Ivar Ekeland
92693,Alfred Galichon,Scott Duke Kominers
92695,Alfred Galichon,TOUZI Nizar
92697,Alfred Galichon,Matthew Shum
92699,Alfred Galichon,Yu-Wei Hsieh
92701,Alfred Galichon,Simon Weber
92703,Alfred Galichon,Pierre-André Chiappori
92705,Alfred Galichon,Marc Hallin
92707,Alfred Galichon,Brendan Pass
92709,Alfred Galichon,Yifei Sun
92711,Alfred Galichon,Filippo Santambrogio
92713,Alfred Galichon,Sonia Jaffe
92715,Alfred Galichon,Arthur Charpentier
92717,Alfred Galichon,Marion Goussé
92719,Alfred Galichon,N. Ghoussoub
92721,Alfred Galichon,Federico Echenique
92723,Alfred Galichon,Raicho Bojilov
92725,Alfred Galichon,Gwendoline De Bie
92727,Alfred Galichon,Robert McCann
92729,Ganqing Jiang,Shihong Zhang
92732,Ganqing Jiang,Shuhai Xiao
92735,Ganqing Jiang,Huaichun Wu
92738,Ganqing Jiang,Xinqiang Wang
92741,Ganqing Jiang,Alan J. Kaufman
92744,Ganqing Jiang,Nicholas Christie-Blick
92747,Ganqing Jiang,Dongjie Tang
92750,Ganqing Jiang,Timothy W. Lyons
92753,Ganqing Jiang,Martin Kennedy
92756,Ganqing Jiang,Ariel Anbar
92759,Ganqing Jiang,Noah Planavsky
92762,Ganqing Jiang,Swapan K Sahoo
92765,Ganqing Jiang,Brian Kendall
92768,Ganqing Jiang,Dev Maharjan
92771,Pradeep Chathuranga Weeraddana,Carlo Fischione
92774,Pradeep Chathuranga Weeraddana,Marian Codreanu
92777,Pradeep Chathuranga Weeraddana,Matti Latva-aho
92780,Pradeep Chathuranga Weeraddana,Anthony Ephremides
92783,Pradeep Chathuranga Weeraddana,Sindri Magnússon
92786,Pradeep Chathuranga Weeraddana,George Athanasiou
92789,Pradeep Chathuranga Weeraddana,Nandana Rajatheva
92792,Pradeep Chathuranga Weeraddana,Michael Rabbat
92795,Pradeep Chathuranga Weeraddana,Leandros Tassiulas
92798,Pradeep Chathuranga Weeraddana,John S. Baras
92801,Pradeep Chathuranga Weeraddana,Hlaing Minn
92804,Pradeep Chathuranga Weeraddana,Minhua Ding
92807,Pradeep Chathuranga Weeraddana,Marco Levorato
92810,John J. Bang,Lawrence E. Murr
92814,John J. Bang,Jianjun Wei
92818,Zichao Bian,Guoan Zheng
92821,Zichao Bian,Shaowei Jiang (江劭玮)
92824,Zichao Bian,Pengming Song
92827,Zichao Bian,Kaikai Guo
92830,Zichao Bian,Chengfei Guo
92833,Zichao Bian,Jun Liao
92836,Zichao Bian,Kazunori Hoshino
92839,Zichao Bian,Zibang Zhang (张子邦)
92842,Zichao Bian,Siyuan Dong
92845,Zichao Bian,He Zhang
92848,Zichao Bian,Xiaoze Ou
92851,Zichao Bian,Songshan Zeng
92854,Zichao Bian,Liheng Bian
92857,Marcus Lofverstrom,Johan Liakka
92861,Marcus Lofverstrom,Jeremy Fyke
92865,Marcus Lofverstrom,Juan M Lora
92869,Marcus Lofverstrom,Johan Nilsson
92873,Marcus Lofverstrom,Rodrigo Caballero
92877,Marcus Lofverstrom,Ran Feng
92881,Marcus Lofverstrom,johan kleman
92885,Marcus Lofverstrom,Aixue Hu
92889,Marcus Lofverstrom,Alexandra Jahn
92893,Marcus Lofverstrom,Florence Colleoni
92897,Marcus Lofverstrom,Gabriele Messori
92901,Marcus Lofverstrom,Francesco S.R. Pausata
92905,Jingjing Shi,Samuel Graham
92907,Jingjing Shi,Zhe Cheng
92909,Jingjing Shi,Xiulin Ruan
92911,Jingjing Shi,M. Goorsky
92913,Jingjing Shi,Timothy S Fisher
92915,Jingjing Shi,Patrick E. Hopkins
92917,Jingjing Shi,Luke Yates
92919,Jingjing Shi,Tingyu Bai
92921,Jingjing Shi,Tianli Feng
92923,Jingjing Shi,Yee Rui Koh
92925,Jingjing Shi,Marko J. Tadjer
92927,Jingjing Shi,Tengfei Luo
92929,Jingjing Shi,Tadatomo Suga
92931,Jingjing Shi,Zhiting Tian
92933,Jingjing Shi,William Alan Doolittle
92935,Jingjing Shi,Yalin Dong
92937,Jingjing Shi,Bing-Yang Cao (曹炳阳)
92939,Jingjing Shi,Junichiro Shiomi
92941,Jingjing Shi,Xiaolong Yang
92943,Jingjing Shi,Huili Grace Xing
92945,Jingjing Shi,Jonghoon \Jay\ Lee
92947,Jingjing Shi,Ajit K. Roy
92949,Jingjing Shi,Zexi Lu
92951,Dimitri Mawet,Olivier Absil
92952,Dimitri Mawet,Julien Girard
92953,Dimitri Mawet,Kent Wallace
92954,Dimitri Mawet,Denis Defrère
92955,Dimitri Mawet,Jean-Charles Augereau
92956,Dimitri Mawet,Matthew Kenworthy
92957,Geoff Davis,Stephane Mallat
92959,Geoff Davis,Richard Baraniuk
92961,Geoff Davis,Wim Sweldens
92963,Geoff Davis,Marco Avellaneda
92965,Geoff Davis,Aria Nosratinia
92967,Geoff Davis,Zixiang Xiong
92969,Geoff Davis,Ronald Coifman
92971,Geoff Davis,Robert D Nowak
92973,Kristin Brethel-Haurwitz,Abigail Marsh
92974,Kristin Brethel-Haurwitz,Elise Cardinale
92975,Kristin Brethel-Haurwitz,Ashley VanMeter
92976,Kristin Brethel-Haurwitz,Kruti Vekaria
92977,Kristin Brethel-Haurwitz,Emily Lynne Robertson
92978,Kristin Brethel-Haurwitz,Katherine OConnell
92979,Kristin Brethel-Haurwitz,Shawn A Rhoads
92980,Kristin Brethel-Haurwitz,Bryce Huebner
92981,Kristin Brethel-Haurwitz,Joe Kable
92982,Daniel Sadoc Menasche,Don Towsley
92987,Daniel Sadoc Menasche,Edmundo de Souza e Silva
92992,Daniel Sadoc Menasche,Rosa Leao
92997,Daniel Sadoc Menasche,Alberto Avritzer
93002,Daniel Sadoc Menasche,Eitan Altman
93007,Daniel Sadoc Menasche,Antonio Rocha
93012,Daniel Sadoc Menasche,Rachid El-Azouzi
93017,Daniel Sadoc Menasche,Anne Koziolek (Martens)
93022,Daniel Sadoc Menasche,Lucia Happe (Kapova)
93027,Daniel Sadoc Menasche,Arun Venkataramani
93032,Daniel Sadoc Menasche,Eduardo Hargreaves
93037,Daniel Sadoc Menasche,Kishor Trivedi
93042,Daniel Sadoc Menasche,Alexandre Reiffers-Masson
93047,Daniel Sadoc Menasche,Giovanni Neglia
93052,Daniel Sadoc Menasche,Laurent Massoulie
93057,Daniel Sadoc Menasche,Vilc Rufino
93062,Daniel Sadoc Menasche,Ting Zhu
93067,Daniel Sadoc Menasche,Konstantin Avrachenkov
93072,Daniel Sadoc Menasche,Wouter Caarls
93077,Daniel Sadoc Menasche,Bruno Ribeiro
93082,Daniel Sadoc Menasche,Carla ADM Delgado
93087,Daniel Sadoc Menasche,Mostafa Dehghan
93092,Daniel Sadoc Menasche,David Irwin
93097,Daniel Sadoc Menasche,Aditya Mishra
93102,Daniel Sadoc Menasche,Prashant Shenoy
93107,Daniel Sadoc Menasche,Zhichuan Huang
93112,Daniel Sadoc Menasche,Merouane Debbah
93117,Daniel Sadoc Menasche,Alex Laier Bordignon
93122,Daniel Sadoc Menasche,Vinicius M. Gottin
93127,Daniel Sadoc Menasche,André van Hoorn
93132,Daniel Sadoc Menasche,Andrea Janes
93137,Daniel Sadoc Menasche,Barbara Russo
93142,Daniel Sadoc Menasche,Vincenzo Ferme
93147,Daniel Sadoc Menasche,Prithwish Basu
93152,Daniel Sadoc Menasche,Yeon-sup Lim
93157,Daniel Sadoc Menasche,Michael Grottke
93162,Daniel Sadoc Menasche,Mandar Keshav Datar
93167,Daniel Sadoc Menasche,Gabriel Mendonça
93172,Daniel Sadoc Menasche,Gustavo HA Santos
93177,Daniel Sadoc Menasche,Pavlos Sermpezis
93182,Daniel Sadoc Menasche,Laura Carnevali
93187,Daniel Sadoc Menasche,Daniel Ratton Figueiredo
93192,Daniel Sadoc Menasche,James Kurose
93197,Daniel Sadoc Menasche,Swapnil Dhamal
93202,Daniel Sadoc Menasche,Corinne Touati
93207,Daniel Sadoc Menasche,Philippe Nain
93212,Daniel Sadoc Menasche,Alex Borges Vieira
93217,Daniel Sadoc Menasche,Zubair Shafiq
93222,Daniel Sadoc Menasche,Savvas Kastanakis
93227,Daniel Sadoc Menasche,Thrasyvoulos Spyropoulos
93232,Daniel Sadoc Menasche,Josiane Kroll
93237,Daniel Sadoc Menasche,Sarah Beecham
93242,Daniel Sadoc Menasche,John Noll
93247,Daniel Sadoc Menasche,Maria Paasivaara
93252,Daniel Sadoc Menasche,Amir Reza Ramtin
93257,Daniel Sadoc Menasche,Francesco De Pellegrini
93262,Daniel Sadoc Menasche,Shlomo Zilberstein
93267,Daniel Sadoc Menasche,Boudewijn R. Haverkort
93272,Daniel Sadoc Menasche,Hamed Ghasemieh
93277,Daniel Sadoc Menasche,Anne Remke
93282,Daniel Sadoc Menasche,Enrico Vicario
93287,Daniel Sadoc Menasche,Dennis Goeckel
93292,Daniel Sadoc Menasche,Fabio Rangel
93297,Daniel Sadoc Menasche,Leandro Santiago de Araújo
93302,Daniel Sadoc Menasche,José Eduardo de Azevedo Sousa
93307,Daniel Sadoc Menasche,Diego Ximenes Mendes
93312,Daniel Sadoc Menasche,Ori Rottenstreich
93317,Daniel Sadoc Menasche,Felipe MG França
93322,Daniel Sadoc Menasche,Sandip Kundu
93327,Daniel Sadoc Menasche,Fabrício Firmino de Faria
93332,Daniel Sadoc Menasche,Mauricio Breternitz Jr.
93337,Daniel Sadoc Menasche,Jonas Dias
